Order ID;Order Date;Day of Week;Ship Mode;Customer ID;Customer Name;Origin Channel;Country/Region;City;State;Postal Code;Region;Category;Sub-Category;Product ID;Sales;Quantity;Discount;Profit
CA-2019-127761;10/11/2019;Sunday;Standard Class;SW-20275;Scott Williamson;Email;United States;New York City;New York;10009;East;Special Projects Muesil;Only Oats;TEC-PH-10003691;881.93;7;0;220.4825
CA-2019-100510;12/5/2019;Sunday;Standard Class;HM-14860;Harry Marie;Sales;United States;New York City;New York;10024;East;Special Projects Muesil;Only Oats;TEC-PH-10001835;631.96;4;0;303.3408
US-2018-163433;18/4/2018;Wednesday;Second Class;MP-17965;Michael Paige;Sales;United States;Mcallen;Texas;78501;Central;Special Projects Muesil;Only Oats;TEC-PH-10003357;244.768;4;0.2;24.4768
US-2018-163433;18/4/2018;Wednesday;Second Class;MP-17965;Michael Paige;Sales;United States;Mcallen;Texas;78501;Central;Special Projects Muesil;Only Oats;TEC-PH-10001870;97.968;2;0.2;6.123
CA-2019-161907;5/4/2019;Friday;Standard Class;JH-16180;Justin Hirsh;Email;United States;Philadelphia;Pennsylvania;19140;East;Special Projects Muesil;Only Oats;TEC-PH-10000141;118.782;3;0.4;-27.7158
US-2020-130687;7/9/2020;Monday;First Class;PF-19225;Phillip Flathmann;Email;United States;Edmonds;Washington;98026;West;Special Projects Muesil;Only Oats;TEC-PH-10002033;455.712;2;0.2;34.1784
CA-2019-108056;29/9/2019;Sunday;Standard Class;ES-14080;Erin Smith;Sales;United States;Springfield;Oregon;97477;West;Special Projects Muesil;Only Oats;TEC-PH-10001817;859.2;3;0.2;75.18
CA-2017-155264;19/10/2017;Thursday;Second Class;RP-19270;Rachel Payne;Sales;United States;San Francisco;California;94110;West;Special Projects Muesil;Only Oats;TEC-PH-10001305;117.576;3;0.2;11.7576
CA-2020-109085;17/2/2020;Monday;First Class;CK-12325;Christine Kargatis;Facebook;United States;Troy;Ohio;45373;East;Special Projects Muesil;Only Oats;TEC-PH-10000526;57.594;1;0.4;-11.5188
CA-2020-102820;7/5/2020;Thursday;Standard Class;CS-11950;Carlos Soltero;Email;United States;Pasadena;California;91104;West;Special Projects Muesil;Only Oats;TEC-PH-10003437;419.944;7;0.2;52.493
CA-2020-162474;13/3/2020;Friday;First Class;FH-14275;Frank Hawley;Sales;United States;Aurora;Illinois;60505;Central;Special Projects Muesil;Only Oats;TEC-PH-10004700;7.992;1;0.2;2.5974
CA-2017-125997;20/9/2017;Wednesday;First Class;MW-18220;Mitch Webber;Email;United States;New York City;New York;10011;East;Special Projects Muesil;Only Oats;TEC-PH-10003484;629.95;5;0;157.4875
CA-2017-125997;20/9/2017;Wednesday;First Class;MW-18220;Mitch Webber;Email;United States;New York City;New York;10011;East;Special Projects Muesil;Only Oats;TEC-PH-10003072;1349.91;9;0;661.4559
CA-2018-127824;18/10/2018;Thursday;Standard Class;JC-15775;John Castell;Email;United States;Seattle;Washington;98115;West;Special Projects Muesil;Only Oats;TEC-PH-10004094;249.584;2;0.2;15.599
CA-2017-145254;23/7/2017;Sunday;Standard Class;NC-18535;Nick Crebassa;Sales;United States;San Francisco;California;94122;West;Special Projects Muesil;Only Oats;TEC-PH-10000441;604.752;6;0.2;60.4752
CA-2017-145254;23/7/2017;Sunday;Standard Class;NC-18535;Nick Crebassa;Sales;United States;San Francisco;California;94122;West;Special Projects Muesil;Only Oats;TEC-PH-10004531;302.376;3;0.2;37.797
CA-2018-166219;28/8/2018;Tuesday;Standard Class;BP-11185;Ben Peterman;Sales;United States;Dallas;Texas;75081;Central;Special Projects Muesil;Only Oats;TEC-PH-10004165;1099.96;5;0.2;82.497
CA-2020-126144;31/7/2020;Friday;Standard Class;GM-14680;Greg Matthias;Email;United States;Philadelphia;Pennsylvania;19134;East;Special Projects Muesil;Only Oats;TEC-PH-10001079;285.576;4;0.4;-57.1152
CA-2020-165904;7/4/2020;Tuesday;Standard Class;HR-14770;Hallie Redmond;Facebook;United States;Jacksonville;Florida;32216;South;Special Projects Muesil;Only Oats;TEC-PH-10000576;219.184;2;0.2;19.1786
CA-2018-104052;1/3/2018;Thursday;First Class;TP-21565;Tracy Poddar;Sales;United States;Coppell;Texas;75019;Central;Special Projects Muesil;Only Oats;TEC-PH-10003215;95.84;4;0.2;34.742
CA-2018-129546;28/9/2018;Friday;Standard Class;RP-19855;Roy Phan;Sales;United States;Los Angeles;California;90032;West;Special Projects Muesil;Only Oats;TEC-PH-10003555;36.784;2;0.2;-8.2764
CA-2017-138240;9/10/2017;Monday;Standard Class;SJ-20500;Shirley Jackson;Email;United States;San Francisco;California;94122;West;Special Projects Muesil;Only Oats;TEC-PH-10002583;15.992;1;0.2;-2.9985
CA-2017-100867;19/10/2017;Thursday;Standard Class;EH-14125;Eugene Hildebrand;Facebook;United States;Lakewood;California;90712;West;Special Projects Muesil;Only Oats;TEC-PH-10004922;321.552;6;0.2;20.097
CA-2020-102925;5/11/2020;Thursday;Second Class;CD-12280;Christina DeMoss;Email;United States;New York City;New York;10024;East;Special Projects Muesil;Only Oats;TEC-PH-10001448;99.98;2;0;3.9992
CA-2018-156566;1/10/2018;Monday;First Class;EM-13960;Eric Murdock;Email;United States;Portland;Oregon;97206;West;Special Projects Muesil;Only Oats;TEC-PH-10001817;572.8;2;0.2;50.12
CA-2019-113607;14/10/2019;Monday;Standard Class;PW-19030;Pauline Webber;Sales;United States;New York City;New York;10009;East;Special Projects Muesil;Only Oats;TEC-PH-10004094;1091.93;7;0;272.9825
CA-2018-123939;24/8/2018;Friday;Second Class;MS-17710;Maurice Satty;Email;United States;Bowling Green;Ohio;43402;East;Special Projects Muesil;Only Oats;TEC-PH-10000923;26.982;3;0.4;4.0473
CA-2017-169446;19/12/2017;Tuesday;Standard Class;SG-20605;Speros Goranitis;Email;United States;Chicago;Illinois;60623;Central;Special Projects Muesil;Only Oats;TEC-PH-10002817;323.976;3;0.2;36.4473
CA-2020-156958;5/12/2020;Saturday;First Class;PB-18805;Patrick Bzostek;Facebook;United States;Seattle;Washington;98115;West;Special Projects Muesil;Only Oats;TEC-PH-10000148;31.176;3;0.2;-7.0146
CA-2020-104388;5/7/2020;Sunday;First Class;DK-12835;Damala Kotsonis;Sales;United States;Fremont;Nebraska;68025;Central;Special Projects Muesil;Only Oats;TEC-PH-10002293;79.96;4;0;22.3888
CA-2020-152975;14/9/2020;Monday;First Class;RB-19705;Roger Barcio;Facebook;United States;New York City;New York;10035;East;Special Projects Muesil;Only Oats;TEC-PH-10004586;1079.85;3;0;323.955
CA-2020-104619;24/1/2020;Friday;Standard Class;KD-16495;Keith Dawkins;Sales;United States;San Jose;California;95123;West;Special Projects Muesil;Only Oats;TEC-PH-10000193;110.352;3;0.2;8.2764
CA-2019-110086;18/9/2019;Wednesday;Standard Class;BD-11320;Bill Donatelli;Email;United States;Woodland;California;95695;West;Special Projects Muesil;Only Oats;TEC-PH-10001299;239.984;2;0.2;23.9984
CA-2019-168844;31/5/2019;Friday;Standard Class;NM-18520;Neoma Murray;Email;United States;New York City;New York;10011;East;Special Projects Muesil;Only Oats;TEC-PH-10003215;179.7;6;0;88.053
CA-2017-150518;19/11/2017;Sunday;Standard Class;MW-18220;Mitch Webber;Email;United States;Coon Rapids;Minnesota;55433;Central;Special Projects Muesil;Only Oats;TEC-PH-10002103;281.97;3;0;78.9516
CA-2019-160717;6/6/2019;Thursday;Standard Class;ME-17320;Maria Etezadi;Facebook;United States;Santa Barbara;California;93101;West;Special Projects Muesil;Only Oats;TEC-PH-10001459;3023.928;9;0.2;226.7946
CA-2019-160717;6/6/2019;Thursday;Standard Class;ME-17320;Maria Etezadi;Facebook;United States;Santa Barbara;California;93101;West;Special Projects Muesil;Only Oats;TEC-PH-10001760;477.6;3;0.2;161.19
US-2020-140312;13/11/2020;Friday;Standard Class;KL-16645;Ken Lonsdale;Email;United States;Dublin;California;94568;West;Special Projects Muesil;Only Oats;TEC-PH-10003442;22;5;0.2;1.375
CA-2019-114867;23/12/2019;Monday;Standard Class;FM-14290;Frank Merwin;Facebook;United States;Philadelphia;Pennsylvania;19143;East;Special Projects Muesil;Only Oats;TEC-PH-10002645;1499.97;5;0.4;-374.9925
CA-2018-130113;27/12/2018;Thursday;Standard Class;AH-10030;Aaron Hawkins;Sales;United States;San Francisco;California;94122;West;Special Projects Muesil;Only Oats;TEC-PH-10003505;668.16;9;0.2;75.168
US-2020-135986;20/6/2020;Saturday;Standard Class;PG-18895;Paul Gonzalez;Email;United States;Richmond;Virginia;23223;South;Special Projects Muesil;Only Oats;TEC-PH-10003691;503.96;4;0;125.99
CA-2020-154116;15/12/2020;Tuesday;Standard Class;KM-16660;Khloe Miller;Email;United States;Inglewood;California;90301;West;Special Projects Muesil;Only Oats;TEC-PH-10000675;196.776;3;0.2;14.7582
CA-2019-108210;30/5/2019;Thursday;First Class;AT-10735;Annie Thurman;Email;United States;Houston;Texas;77041;Central;Special Projects Muesil;Only Oats;TEC-PH-10002293;79.96;5;0.2;7.996
CA-2020-167395;2/12/2020;Wednesday;First Class;KM-16720;Kunst Miller;Email;United States;Lowell;Massachusetts;1852;East;Special Projects Muesil;Only Oats;TEC-PH-10004977;979.95;5;0;284.1855
US-2018-100069;29/6/2018;Friday;Standard Class;NF-18475;Neil Französisch;Facebook;United States;Omaha;Nebraska;68104;Central;Special Projects Muesil;Only Oats;TEC-PH-10004667;269.98;2;0;72.8946
CA-2020-113705;27/3/2020;Friday;Second Class;LC-16870;Lena Cacioppo;Email;United States;Richmond;Virginia;23223;South;Special Projects Muesil;Only Oats;TEC-PH-10004006;206.1;5;0;55.647
CA-2017-123855;18/6/2017;Sunday;Standard Class;MC-18100;Mick Crebagga;Email;United States;Los Angeles;California;90036;West;Special Projects Muesil;Only Oats;TEC-PH-10000215;139.8;5;0.2;12.2325
CA-2019-160234;26/6/2019;Wednesday;Standard Class;PF-19225;Phillip Flathmann;Email;United States;Atlanta;Georgia;30318;South;Special Projects Muesil;Only Oats;TEC-PH-10004434;135.95;1;0;39.4255
CA-2019-153178;14/9/2019;Saturday;Standard Class;CL-12565;Clay Ludtke;Email;United States;Long Beach;New York;11561;East;Special Projects Muesil;Only Oats;TEC-PH-10001944;437.85;3;0;131.355
CA-2018-128608;12/1/2018;Friday;Standard Class;CS-12490;Cindy Schnelling;Sales;United States;Toledo;Ohio;43615;East;Special Projects Muesil;Only Oats;TEC-PH-10004977;235.188;2;0.4;-43.1178
CA-2018-128608;12/1/2018;Friday;Standard Class;CS-12490;Cindy Schnelling;Sales;United States;Toledo;Ohio;43615;East;Special Projects Muesil;Only Oats;TEC-PH-10000912;26.376;4;0.4;2.6376
CA-2018-128608;12/1/2018;Friday;Standard Class;CS-12490;Cindy Schnelling;Sales;United States;Toledo;Ohio;43615;East;Special Projects Muesil;Only Oats;TEC-PH-10002262;107.118;3;0.4;-21.4236
CA-2018-122973;18/7/2018;Wednesday;Second Class;PJ-19015;Pauline Johnson;Email;United States;New York City;New York;10024;East;Special Projects Muesil;Only Oats;TEC-PH-10002468;135.99;1;0;36.7173
US-2019-125402;25/9/2019;Wednesday;Standard Class;DL-12865;Dan Lawera;Email;United States;Long Beach;California;90805;West;Special Projects Muesil;Only Oats;TEC-PH-10003356;44.736;8;0.2;4.4736
CA-2020-113278;14/1/2020;Tuesday;Standard Class;HR-14770;Hallie Redmond;Facebook;United States;Richmond;Indiana;47374;Central;Special Projects Muesil;Only Oats;TEC-PH-10000169;67.8;4;0;1.356
US-2020-166324;20/4/2020;Monday;First Class;BE-11455;Brad Eason;Facebook;United States;Cleveland;Ohio;44105;East;Special Projects Muesil;Only Oats;TEC-PH-10004080;122.382;3;0.4;-24.4764
US-2019-115441;25/7/2019;Thursday;Second Class;SH-19975;Sally Hughsby;Sales;United States;Milwaukee;Wisconsin;53209;Central;Special Projects Muesil;Only Oats;TEC-PH-10002262;297.55;5;0;83.314
CA-2018-159534;20/3/2018;Tuesday;First Class;DH-13075;Dave Hallsten;Sales;United States;New York City;New York;10035;East;Special Projects Muesil;Only Oats;TEC-PH-10002310;199.98;2;0;53.9946
CA-2017-166555;11/7/2017;Tuesday;First Class;JK-15205;Jamie Kunitz;Email;United States;Niagara Falls;New York;14304;East;Special Projects Muesil;Only Oats;TEC-PH-10004912;164.85;3;0;47.8065
US-2019-103674;6/12/2019;Friday;Standard Class;AP-10720;Anne Pryor;Facebook;United States;Los Angeles;California;90032;West;Special Projects Muesil;Only Oats;TEC-PH-10004080;271.96;5;0.2;27.196
US-2019-103674;6/12/2019;Friday;Standard Class;AP-10720;Anne Pryor;Facebook;United States;Los Angeles;California;90032;West;Special Projects Muesil;Only Oats;TEC-PH-10002496;249.584;2;0.2;31.198
US-2019-157728;22/9/2019;Sunday;Standard Class;RC-19960;Ryan Crowe;Email;United States;Grand Rapids;Michigan;49505;Central;Special Projects Muesil;Only Oats;TEC-PH-10001305;97.98;2;0;27.4344
CA-2020-163629;17/11/2020;Tuesday;Standard Class;RA-19885;Ruben Ausman;Sales;United States;Athens;Georgia;30605;South;Special Projects Muesil;Only Oats;TEC-PH-10004006;206.1;5;0;55.647
CA-2020-121258;26/2/2020;Wednesday;Standard Class;DB-13060;Dave Brooks;Email;United States;Costa Mesa;California;92627;West;Special Projects Muesil;Only Oats;TEC-PH-10003645;258.576;2;0.2;19.3932
CA-2018-137946;1/9/2018;Saturday;Second Class;DB-13615;Doug Bickford;Email;United States;Los Angeles;California;90045;West;Special Projects Muesil;Organic;TEC-CO-10001449;959.984;2;0.2;335.9944
US-2017-135972;21/9/2017;Thursday;Second Class;JG-15115;Jack Garza;Email;United States;Des Moines;Washington;98198;West;Special Projects Muesil;Organic;TEC-CO-10002313;1799.97;3;0;701.9883
CA-2020-117457;8/12/2020;Tuesday;Standard Class;KH-16510;Keith Herrera;Email;United States;San Francisco;California;94110;West;Special Projects Muesil;Organic;TEC-CO-10004115;1199.976;3;0.2;434.9913
CA-2020-127432;22/1/2020;Wednesday;Standard Class;AD-10180;Alan Dominguez;Facebook;United States;Great Falls;Montana;59405;West;Special Projects Muesil;Organic;TEC-CO-10003236;2999.95;5;0;1379.977
CA-2017-131450;8/8/2017;Tuesday;Standard Class;LR-16915;Lena Radford;Email;United States;San Diego;California;92024;West;Special Projects Muesil;Organic;TEC-CO-10004115;1199.976;3;0.2;434.9913
CA-2019-110499;7/4/2019;Sunday;First Class;YC-21895;Yoseph Carroll;Sales;United States;San Francisco;California;94110;West;Special Projects Muesil;Organic;TEC-CO-10002095;1199.976;3;0.2;374.9925
CA-2018-112452;4/4/2018;Wednesday;First Class;NC-18340;Nat Carroll;Email;United States;Lansing;Michigan;48911;Central;Special Projects Muesil;Organic;TEC-CO-10004202;599.98;2;0;209.993
CA-2019-153682;30/5/2019;Thursday;First Class;BG-11695;Brooke Gillingham;Sales;United States;Cincinnati;Ohio;45231;East;Special Projects Muesil;Organic;TEC-CO-10001046;839.988;2;0.4;69.999
CA-2017-134278;6/7/2017;Thursday;First Class;EP-13915;Emily Phan;Email;United States;New York City;New York;10011;East;Special Projects Muesil;Organic;TEC-CO-10001046;559.992;1;0.2;174.9975
CA-2018-111829;19/3/2018;Monday;First Class;FH-14365;Fred Hopkins;Sales;United States;Seattle;Washington;98115;West;Special Projects Muesil;Organic;TEC-CO-10001766;3149.93;7;0;1480.4671
CA-2019-147417;25/7/2019;Thursday;First Class;CB-12415;Christy Brittain;Email;United States;Columbus;Ohio;43229;East;Special Projects Muesil;Organic;TEC-CO-10001449;1439.976;4;0.4;191.9968
CA-2018-142944;6/3/2018;Tuesday;Standard Class;JL-15850;John Lucas;Email;United States;San Francisco;California;94122;West;Special Projects Muesil;Organic;TEC-CO-10003763;1119.984;2;0.2;377.9946
US-2020-117534;25/3/2020;Wednesday;First Class;CV-12295;Christina VanderZanden;Email;United States;Fresno;California;93727;West;Special Projects Muesil;Organic;TEC-CO-10000971;479.984;2;0.2;59.998
CA-2020-127180;22/10/2020;Thursday;First Class;TA-21385;Tom Ashbrook;Facebook;United States;New York City;New York;10024;East;Special Projects Muesil;Organic;TEC-CO-10004722;11199.968;4;0.2;3919.9888
US-2019-164630;4/1/2019;Friday;Standard Class;EB-13975;Erica Bern;Sales;United States;Charlotte;North Carolina;28205;South;Special Projects Muesil;Organic;TEC-CO-10000971;959.968;4;0.2;119.996
CA-2018-166464;12/9/2018;Wednesday;Standard Class;PG-18895;Paul Gonzalez;Email;United States;New York City;New York;10035;East;Special Projects Muesil;Organic;TEC-CO-10000971;479.984;2;0.2;59.998
US-2018-100377;28/8/2018;Tuesday;Standard Class;TS-21370;Todd Sumrall;Sales;United States;Chicago;Illinois;60623;Central;Special Projects Muesil;Organic;TEC-CO-10001046;2799.96;5;0.2;874.9875
CA-2020-133865;8/5/2020;Friday;Standard Class;PS-19045;Penelope Sewall;Facebook;United States;Los Angeles;California;90032;West;Special Projects Muesil;Organic;TEC-CO-10001046;3359.952;6;0.2;1049.985
US-2018-131359;30/10/2018;Tuesday;Second Class;FA-14230;Frank Atkinson;Sales;United States;Denver;Colorado;80219;West;Special Projects Muesil;Organic;TEC-CO-10001571;439.992;1;0.2;164.997
CA-2018-104941;13/6/2018;Wednesday;Standard Class;DH-13075;Dave Hallsten;Sales;United States;Decatur;Alabama;35601;South;Special Projects Muesil;Organic;TEC-CO-10004202;899.97;3;0;314.9895
CA-2020-161956;27/8/2020;Thursday;Second Class;DR-12880;Dan Reichenbach;Sales;United States;Inglewood;California;90301;West;Special Projects Muesil;Organic;TEC-CO-10001571;879.984;2;0.2;329.994
CA-2018-140984;14/9/2018;Friday;Standard Class;CC-12685;Craig Carroll;Email;United States;New York City;New York;10011;East;Special Projects Muesil;Organic;TEC-CO-10001571;879.984;2;0.2;329.994
CA-2019-135265;7/7/2019;Sunday;Second Class;CC-12370;Christopher Conant;Email;United States;Los Angeles;California;90045;West;Special Projects Muesil;Organic;TEC-CO-10003763;2799.96;5;0.2;944.9865
CA-2018-156104;6/12/2018;Thursday;Second Class;NP-18685;Nora Pelletier;Facebook;United States;Indianapolis;Indiana;46203;Central;Special Projects Muesil;Organic;TEC-CO-10002095;999.98;2;0;449.991
CA-2020-166709;17/11/2020;Tuesday;Standard Class;HL-15040;Hunter Lopez;Email;United States;Newark;Delaware;19711;East;Special Projects Muesil;Organic;TEC-CO-10004722;10499.97;3;0;5039.9856
CA-2018-143105;10/12/2018;Monday;First Class;MA-17560;Matt Abelman;Facebook;United States;New York City;New York;10024;East;Special Projects Muesil;Organic;TEC-CO-10002095;799.984;2;0.2;249.995
CA-2018-105690;21/11/2018;Wednesday;Second Class;CA-11965;Carol Adams;Sales;United States;Port Arthur;Texas;77642;Central;Special Projects Muesil;Organic;TEC-CO-10001571;439.992;1;0.2;164.997
CA-2017-150798;1/12/2017;Friday;Second Class;JK-15730;Joe Kamberova;Email;United States;Columbus;Ohio;43229;East;Special Projects Muesil;Organic;TEC-CO-10001571;659.988;2;0.4;109.998
CA-2020-126662;17/7/2020;Friday;Standard Class;AB-10255;Alejandro Ballentine;Facebook;United States;Los Angeles;California;90036;West;Special Projects Muesil;Organic;TEC-CO-10004202;479.984;2;0.2;89.997
CA-2020-145219;24/12/2020;Thursday;First Class;RM-19675;Robert Marley;Facebook;United States;Los Angeles;California;90049;West;Special Projects Muesil;Organic;TEC-CO-10001449;2879.952;6;0.2;1007.9832
CA-2019-102162;11/9/2019;Wednesday;Standard Class;JF-15565;Jill Fjeld;Email;United States;Newport News;Virginia;23602;South;Special Projects Muesil;Organic;TEC-CO-10001943;1599.92;8;0;751.9624
CA-2019-121370;14/11/2019;Thursday;Second Class;EB-14110;Eugene Barchas;Email;United States;Philadelphia;Pennsylvania;19134;East;Special Projects Muesil;Organic;TEC-CO-10004115;1199.976;4;0.4;179.9964
CA-2017-124478;8/8/2017;Tuesday;Standard Class;MA-17560;Matt Abelman;Facebook;United States;Trenton;Michigan;48183;Central;Special Projects Muesil;Organic;TEC-CO-10001571;549.99;1;0;274.995
CA-2020-133263;31/3/2020;Tuesday;Second Class;JE-15610;Jim Epp;Sales;United States;Atlanta;Georgia;30318;South;Special Projects Muesil;Organic;TEC-CO-10001449;2999.95;5;0;1439.976
CA-2020-157966;13/3/2020;Friday;First Class;SU-20665;Stephanie Ulpright;Facebook;United States;Chicago;Illinois;60610;Central;Special Projects Muesil;Organic;TEC-CO-10001449;959.984;2;0.2;335.9944
US-2018-160857;8/5/2018;Tuesday;Standard Class;NW-18400;Natalie Webber;Email;United States;New York City;New York;10024;East;Special Projects Muesil;Organic;TEC-CO-10004115;2799.944;7;0.2;1014.9797
CA-2017-163748;14/10/2017;Saturday;Standard Class;HG-15025;Hunter Glantz;Email;United States;Fort Worth;Texas;76106;Central;Special Projects Muesil;Organic;TEC-CO-10002095;1999.96;5;0.2;624.9875
CA-2018-158939;26/11/2018;Monday;Standard Class;EA-14035;Erin Ashbrook;Sales;United States;Springfield;Missouri;65807;Central;Special Projects Muesil;Organic;TEC-CO-10002313;599.99;1;0;233.9961
CA-2018-121783;10/11/2018;Saturday;Standard Class;PO-19180;Philisse Overcash;Facebook;United States;Roseville;Minnesota;55113;Central;Special Projects Muesil;Organic;TEC-CO-10001571;549.99;1;0;274.995
CA-2018-111780;25/12/2018;Tuesday;Second Class;RA-19285;Ralph Arnett;Email;United States;San Diego;California;92037;West;Special Projects Muesil;Organic;TEC-CO-10004202;1199.96;5;0.2;224.9925
CA-2018-146675;16/4/2018;Monday;Standard Class;SB-20185;Sarah Brown;Email;United States;Evanston;Illinois;60201;Central;Special Projects Muesil;Organic;TEC-CO-10001766;1439.968;4;0.2;485.9892
CA-2019-143714;23/5/2019;Thursday;Standard Class;CC-12370;Christopher Conant;Email;United States;Philadelphia;Pennsylvania;19120;East;Special Projects Muesil;Organic;TEC-CO-10004722;8399.976;4;0.4;1119.9968
CA-2019-157791;23/12/2019;Monday;Second Class;CA-11965;Carol Adams;Sales;United States;Warwick;Rhode Island;2886;East;Special Projects Muesil;Organic;TEC-CO-10002095;1999.96;4;0;899.982
US-2020-124779;8/9/2020;Tuesday;First Class;BF-11020;Barry Französisch;Sales;United States;Arlington;Texas;76017;Central;Special Projects Muesil;Organic;TEC-CO-10001943;319.984;2;0.2;107.9946
CA-2019-118689;2/10/2019;Wednesday;Standard Class;TC-20980;Tamara Chand;Sales;United States;Lafayette;Indiana;47905;Central;Special Projects Muesil;Organic;TEC-CO-10004722;17499.95;5;0;8399.976
US-2020-135013;24/7/2020;Friday;First Class;HR-14830;Harold Ryan;Sales;United States;Huntington Beach;California;92646;West;Special Projects Muesil;Organic;TEC-CO-10001449;2399.96;5;0.2;839.986
CA-2017-124618;2/5/2017;Tuesday;Second Class;CS-11860;Cari Schnelling;Email;United States;Lakeland;Florida;33801;South;Special Projects Muesil;Organic;TEC-CO-10004202;479.984;2;0.2;89.997
US-2020-165358;18/7/2020;Saturday;Standard Class;SV-20365;Seth Vernon;Email;United States;Philadelphia;Pennsylvania;19134;East;Special Projects Muesil;Organic;TEC-CO-10001943;599.97;5;0.4;69.9965
US-2020-141677;26/3/2020;Thursday;Standard Class;HK-14890;Heather Kirkland;Sales;United States;Houston;Texas;77070;Central;Special Projects Muesil;Organic;TEC-CO-10002313;2399.96;5;0.2;569.9905
US-2018-136987;11/4/2018;Wednesday;Second Class;AR-10540;Andy Reiter;Email;United States;Los Angeles;California;90004;West;Special Projects Muesil;Organic;TEC-CO-10001943;639.968;4;0.2;215.9892
CA-2019-139997;1/7/2019;Monday;First Class;EM-14140;Eugene Moren;Facebook;United States;Lehi;Utah;84043;West;Special Projects Muesil;Organic;TEC-CO-10000971;1499.95;5;0;449.985
US-2020-167920;9/12/2020;Wednesday;Second Class;JL-15835;John Lee;Email;United States;Richmond;Kentucky;40475;South;Special Projects Muesil;Organic;TEC-CO-10001046;1399.98;2;0;629.991
US-2019-140158;4/10/2019;Friday;Standard Class;DR-12940;Daniel Raglin;Facebook;United States;Providence;Rhode Island;2908;East;Special Projects Muesil;Organic;TEC-CO-10001449;5399.91;9;0;2591.9568
CA-2020-151799;14/12/2020;Monday;Standard Class;BF-11170;Ben Ferrer;Facebook;United States;Lawrence;Massachusetts;1841;East;Special Projects Muesil;Organic;TEC-CO-10002313;1199.98;2;0;467.9922
CA-2017-138128;9/12/2017;Saturday;Standard Class;FP-14320;Frank Preis;Email;United States;Philadelphia;Pennsylvania;19134;East;Special Projects Muesil;Organic;TEC-CO-10001766;1079.976;4;0.4;125.9972
CA-2020-140151;23/3/2020;Monday;First Class;RB-19360;Raymond Buch;Email;United States;Seattle;Washington;98115;West;Special Projects Muesil;Organic;TEC-CO-10004722;13999.96;4;0;6719.9808
CA-2019-166429;2/9/2019;Monday;Standard Class;TG-21310;Toby Gnade;Email;United States;Des Moines;Washington;98198;West;Special Projects Muesil;Organic;TEC-CO-10002095;999.98;2;0;449.991
CA-2020-152310;12/8/2020;Wednesday;Standard Class;DK-12895;Dana Kaydos;Email;United States;Seattle;Washington;98103;West;Special Projects Muesil;Organic;TEC-CO-10000971;299.99;1;0;89.997
CA-2018-109190;23/10/2018;Tuesday;Standard Class;CC-12685;Craig Carroll;Email;United States;Lubbock;Texas;79424;Central;Special Projects Muesil;Organic;TEC-CO-10001943;479.976;3;0.2;161.9919
CA-2020-147354;9/3/2020;Monday;Standard Class;KB-16315;Karl Braun;Email;United States;Los Angeles;California;90008;West;Special Projects Muesil;Organic;TEC-CO-10000971;479.984;2;0.2;59.998
CA-2017-140473;30/5/2017;Tuesday;Standard Class;MC-17425;Mark Cousins;Sales;United States;Chicago;Illinois;60623;Central;Special Projects Muesil;Organic;TEC-CO-10004202;719.976;3;0.2;134.9955
CA-2019-162390;6/12/2019;Friday;Standard Class;DP-13105;Dave Poirier;Sales;United States;Hempstead;New York;11550;East;Special Projects Muesil;Organic;TEC-CO-10004202;479.984;2;0.2;89.997
CA-2017-116666;8/5/2017;Monday;First Class;KT-16480;Kean Thornton;Email;United States;Philadelphia;Pennsylvania;19134;East;Special Projects Muesil;Organic;TEC-CO-10001449;1799.97;5;0.4;239.996
CA-2020-100622;3/11/2020;Tuesday;Standard Class;DK-13090;Dave Kipp;Email;United States;Orlando;Florida;32839;South;Special Projects Muesil;Organic;TEC-CO-10003236;959.984;2;0.2;311.9948
US-2018-128587;24/12/2018;Monday;Standard Class;HM-14860;Harry Marie;Sales;United States;Springfield;Missouri;65807;Central;Special Projects Muesil;Organic;TEC-CO-10003763;4899.93;7;0;2302.9671
CA-2020-160633;16/11/2020;Monday;Standard Class;BS-11380;Bill Stewart;Sales;United States;Bowling Green;Ohio;43402;East;Special Projects Muesil;Organic;TEC-CO-10002095;899.982;3;0.4;74.9985
US-2019-125402;25/9/2019;Wednesday;Standard Class;DL-12865;Dan Lawera;Email;United States;Long Beach;California;90805;West;Special Projects Muesil;Organic;TEC-CO-10001943;479.976;3;0.2;161.9919
CA-2019-129630;4/9/2019;Wednesday;First Class;IM-15055;Ionia McGrath;Email;United States;San Francisco;California;94122;West;Special Projects Muesil;Organic;TEC-CO-10003763;2799.96;5;0.2;944.9865
US-2018-150630;17/9/2018;Monday;Standard Class;TB-21520;Tracy Blumstein;Email;United States;Philadelphia;Pennsylvania;19140;East;Power Muesli;Power Clean Fibre Boost;OFF-EN-10001509;3.264;2;0.2;1.1016
CA-2018-117415;27/12/2018;Thursday;Standard Class;SN-20710;Steve Nguyen;Facebook;United States;Houston;Texas;77041;Central;Power Muesli;Power Clean Fibre Boost;OFF-EN-10002986;113.328;9;0.2;35.415
CA-2018-149734;3/9/2018;Monday;Standard Class;JC-16105;Julie Creighton;Sales;United States;Durham;North Carolina;27707;South;Power Muesli;Power Clean Fibre Boost;OFF-EN-10000927;200.984;7;0.2;62.8075
